S/N,customer ID,Sex,Lga,Sen. Zone,Amount Granted,Principal Balance,Date Granted,Expiry Date,Principal paid,Interest paid,Principal past due,Interest past due,Paid amount,Balance,Total amount to be paid,Percentage
813,loan813,Female,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",09/09/2022,08/09/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
814,loan814,Male,AKOKO-EDO,EDO NORTH,"150,000.00","150,000.00",05/08/2022,04/08/2023,0.00,750.00,0.00,0.00,750.00,"162,750.00","163,500.00",0.46
815,loan815,Male,ESAN WEST,EDO CENTRAL,"400,000.00","400,000.00",21/06/2022,20/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","435,000.00","436,000.00",0.23
816,loan816,Male,ETSAKO EAST,EDO NORTH,"200,000.00","199,479.45",05/04/2022,04/04/2023,520.55,"1,479.45",0.00,0.00,"2,000.00","216,000.00","218,000.00",0.92
817,loan817,Female,ETSAKO EAST,EDO NORTH,"200,000.00","200,000.00",21/06/2022,20/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
818,loan818,Male,ESAN WEST,EDO CENTRAL,"150,000.00","137,500.00",27/06/2022,26/06/2023,"12,500.00","1,200.00","12,500.00",109.59,"13,700.00","149,800.00","163,500.00",8.38
819,loan819,Female,OWAN WEST,EDO NORTH,"200,000.00","200,000.00",30/06/2022,28/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
820,loan820,Male,ETSAKO WEST,EDO NORTH,"150,000.00","149,859.59",17/06/2022,15/06/2023,140.41,"1,109.59",0.00,0.00,"1,250.00","162,250.00","163,500.00",0.76
821,loan821,Male,ESAN WEST,EDO CENTRAL,"150,000.00","150,000.00",13/07/2022,12/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","162,500.00","163,500.00",0.61
822,loan822,Male,ORHIONMWON,EDO SOUTH,"150,000.00","149,359.59",29/06/2022,28/06/2023,640.41,"1,109.59",0.00,0.00,"1,750.00","161,750.00","163,500.00",1.07
823,loan823,Female,EGOR,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
824,loan824,Female,IKPOBA OKHA,EDO SOUTH,"500,000.00","500,000.00",09/09/2022,08/09/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
825,loan825,Male,OVIA SOUTH-WEST,EDO SOUTH,"400,000.00",0.00,04/04/2022,02/04/2023,"400,000.00","35,999.95","104,899.51","3,057.53","435,999.95",0.05,"436,000.00",100.00
826,loan826,Female,OREDO,EDO SOUTH,"200,000.00","150,471.24",05/04/2022,03/04/2023,"49,528.76","16,471.24","146,358.03","7,446.58","66,000.00","152,000.00","218,000.00",30.28
827,loan827,Female,EGOR,EDO SOUTH,"300,000.00",0.00,04/04/2022,03/04/2023,"300,000.00","8,876.71","225,000.00","19,342.47","308,876.71","18,123.29","327,000.00",94.46
828,loan828,Female,OWAN EAST,EDO NORTH,"500,000.00","500,000.00",04/04/2022,03/04/2023,0.00,0.00,0.00,0.00,0.00,"545,000.00","545,000.00",0.00
829,loan829,Female,OREDO,EDO SOUTH,"200,000.00","200,000.00",07/07/2022,06/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
830,loan830,Male,ETSAKO WEST,EDO NORTH,"200,000.00","200,000.00",08/04/2022,07/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
831,loan831,Female,ESAN NORTH-EAST,EDO CENTRAL,"500,000.00","500,000.00",19/12/2022,18/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
832,loan832,Male,OREDO,EDO SOUTH,"300,000.00","300,000.00",05/07/2022,04/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","326,000.00","327,000.00",0.31
833,loan833,Male,ETSAKO WEST,EDO NORTH,"400,000.00","371,523.25",04/04/2022,03/04/2023,"28,476.75","27,123.25","299,999.97","26,123.25","55,600.00","380,400.00","436,000.00",12.75
834,loan834,Female,OWAN WEST,EDO NORTH,"500,000.00","500,000.00",19/12/2022,13/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
835,loan835,Female,ESAN WEST,EDO CENTRAL,"150,000.00","150,000.00",19/07/2022,18/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","162,500.00","163,500.00",0.61
836,loan836,Male,ETSAKO WEST,EDO NORTH,"150,000.00","149,359.59",29/06/2022,28/06/2023,640.41,"1,109.59",0.00,0.00,"1,750.00","161,750.00","163,500.00",1.07
837,loan837,Female,ETSAKO CENTRAL,EDO NORTH,"500,000.00","500,000.00",19/12/2022,13/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
838,loan838,Male,ETSAKO EAST,EDO NORTH,"300,000.00","168,049.32",07/04/2022,05/04/2023,"131,950.68","18,049.32","93,536.99","4,512.33","150,000.00","177,000.00","327,000.00",45.87
839,loan839,Female,OVIA SOUTH-WEST,EDO SOUTH,"150,000.00","150,000.00",17/06/2022,15/06/2023,0.00,750.00,0.00,0.00,750.00,"162,750.00","163,500.00",0.46
840,loan840,Male,ESAN CENTRAL,EDO CENTRAL,"200,000.00","200,000.00",05/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
841,loan841,Male,ESAN CENTRAL,EDO CENTRAL,"200,000.00","200,000.00",07/04/2022,06/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
842,loan842,Female,OWAN WEST,EDO NORTH,"150,000.00","150,000.00",05/07/2022,04/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","162,500.00","163,500.00",0.61
843,loan843,Male,OREDO,EDO SOUTH,"200,000.00","200,000.00",07/04/2022,06/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
844,loan844,Female,ESAN CENTRAL,EDO CENTRAL,"200,000.00","200,000.00",11/04/2022,10/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
845,loan845,Male,OWAN WEST,EDO NORTH,"200,000.00","200,000.00",07/04/2022,06/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
846,loan846,Male,OWAN EAST,EDO NORTH,"150,000.00","150,000.00",05/07/2022,04/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","162,500.00","163,500.00",0.61
847,loan847,Male,OREDO,EDO SOUTH,"200,000.00","200,000.00",07/07/2022,05/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
848,loan848,Female,OREDO,EDO SOUTH,"400,000.00","400,000.00",14/09/2022,11/09/2023,0.00,0.00,,,0.00,"436,000.00","436,000.00",0.00
849,loan849,Female,OVIA SOUTH-WEST,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
850,loan850,Male,IGUEBEN,EDO CENTRAL,"200,000.00","144,200.01",05/04/2022,04/04/2023,"55,799.99","18,000.01","149,999.99","12,400.02","73,800.00","144,200.00","218,000.00",33.85
851,loan851,Male,ESAN NORTH-EAST,EDO CENTRAL,"200,000.00","73,891.79",25/07/2022,24/07/2023,"126,108.21","14,991.79","130,103.69","10,454.80","141,100.00","76,900.00","218,000.00",64.72
852,loan852,Female,IKPOBA OKHA,EDO SOUTH,"150,000.00","150,000.00",05/07/2022,04/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","162,500.00","163,500.00",0.61
853,loan853,Male,ESAN NORTH-EAST,EDO CENTRAL,"500,000.00","500,000.00",05/01/2023,22/12/2023,0.00,0.00,0.00,0.00,0.00,"545,000.00","545,000.00",0.00
854,loan854,Female,ETSAKO WEST,EDO NORTH,"100,000.00","99,764.38",18/08/2022,17/08/2023,235.62,764.38,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
855,loan855,Male,OREDO,EDO SOUTH,"500,000.00","500,000.00",08/07/2022,07/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
856,loan856,Female,ETSAKO EAST,EDO NORTH,"300,000.00","300,000.00",04/04/2022,03/04/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","325,500.00","327,000.00",0.46
857,loan857,Female,OREDO,EDO SOUTH,"150,000.00","148,109.59",17/06/2022,16/06/2023,"1,890.41","1,109.59",0.00,0.00,"3,000.00","160,500.00","163,500.00",1.83
858,loan858,Female,OWAN WEST,EDO NORTH,"400,000.00","400,000.00",05/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","435,000.00","436,000.00",0.23
859,loan859,Male,EGOR,EDO SOUTH,"500,000.00","494,698.63",17/06/2022,16/06/2023,"5,301.37","3,698.63",0.00,0.00,"9,000.00","536,000.00","545,000.00",1.65
860,loan860,Female,UHUNMWONDE,EDO SOUTH,"200,000.00","200,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"218,000.00","218,000.00",0.00
861,loan861,Female,AKOKO-EDO,EDO NORTH,"500,000.00","500,000.00",13/12/2022,11/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
862,loan862,Male,AKOKO-EDO,EDO NORTH,"200,000.00","200,000.00",27/06/2022,26/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
863,loan863,Male,ETSAKO CENTRAL,EDO NORTH,"200,000.00","200,000.00",17/06/2022,15/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
864,loan864,Male,ESAN WEST,EDO CENTRAL,"300,000.00","206,830.14",07/04/2022,05/04/2023,"93,169.86","15,830.14","97,536.99","2,293.15","109,000.00","218,000.00","327,000.00",33.33
865,loan865,Male,ESAN CENTRAL,EDO CENTRAL,"150,000.00","149,359.59",29/06/2022,28/06/2023,640.41,"1,109.59",0.00,0.00,"1,750.00","161,750.00","163,500.00",1.07
866,loan866,Male,ESAN NORTH-EAST,EDO CENTRAL,"300,000.00","283,024.66",07/04/2022,06/04/2023,"16,975.34","9,024.66","100,000.00","7,024.66","26,000.00","301,000.00","327,000.00",7.95
867,loan867,Male,ESAN CENTRAL,EDO CENTRAL,"100,000.00","99,764.38",04/07/2022,03/07/2023,235.62,764.38,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
868,loan868,Male,OWAN EAST,EDO NORTH,"300,000.00","300,000.00",07/04/2022,06/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","326,000.00","327,000.00",0.31
869,loan869,Male,OREDO,EDO SOUTH,"200,000.00","200,000.00",05/07/2022,04/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
870,loan870,Male,EGOR,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,02/04/2023,0.00,"10,000.00","200,000.00","18,000.01","10,000.00","208,000.00","218,000.00",4.59
871,loan871,Female,OREDO,EDO SOUTH,"300,000.00","300,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","326,000.00","327,000.00",0.31
872,loan872,Male,OREDO,EDO SOUTH,"200,000.00","187,016.44",05/04/2022,03/04/2023,"12,983.56","6,016.44","66,666.68","5,016.44","19,000.00","199,000.00","218,000.00",8.72
873,loan873,Female,AKOKO-EDO,EDO NORTH,"300,000.00","300,000.00",04/04/2022,03/04/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","325,500.00","327,000.00",0.46
874,loan874,Male,ESAN SOUTH-EAST,EDO CENTRAL,"300,000.00","300,000.00",21/06/2022,20/06/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","325,500.00","327,000.00",0.46
875,loan875,Female,ETSAKO WEST,EDO NORTH,"250,000.00","250,000.00",01/07/2022,30/06/2023,0.00,250.00,0.00,0.00,250.00,"272,250.00","272,500.00",0.09
876,loan876,Male,ORHIONMWON,EDO SOUTH,"500,000.00","500,000.00",08/07/2022,07/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
877,loan877,Male,ORHIONMWON,EDO SOUTH,"400,000.00","400,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"436,000.00","436,000.00",0.00
878,loan878,Female,ESAN CENTRAL,EDO CENTRAL,"500,000.00","500,000.00",20/12/2022,19/12/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
879,loan879,Male,OREDO,EDO SOUTH,"200,000.00","200,000.00",07/04/2022,06/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
880,loan880,Female,UHUNMWONDE,EDO SOUTH,"300,000.00","282,942.47",04/04/2022,03/04/2023,"17,057.53","20,342.47","225,000.00","19,342.47","37,400.00","289,600.00","327,000.00",11.44
881,loan881,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
882,loan882,Male,EGOR,EDO SOUTH,"200,000.00","200,000.00",05/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
883,loan883,Female,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
884,loan884,Male,ESAN NORTH-EAST,EDO CENTRAL,"200,000.00","200,000.00",05/08/2022,04/08/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
885,loan885,Male,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",22/08/2022,21/08/2023,0.00,"2,250.00",0.00,0.00,"2,250.00","542,750.00","545,000.00",0.41
886,loan886,Male,UHUNMWONDE,EDO SOUTH,"150,000.00","150,000.00",13/07/2022,12/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","162,500.00","163,500.00",0.61
887,loan887,Female,OVIA SOUTH-WEST,EDO SOUTH,"500,000.00","500,000.00",13/12/2022,11/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
888,loan888,Male,ESAN WEST,EDO CENTRAL,"200,000.00","190,000.01",08/04/2022,07/04/2023,"9,999.99","18,000.01","194,487.67","13,512.34","28,000.00","190,000.00","218,000.00",12.84
889,loan889,Male,OREDO,EDO SOUTH,"200,000.00","199,479.45",05/04/2022,04/04/2023,520.55,"1,479.45",0.00,0.00,"2,000.00","216,000.00","218,000.00",0.92
890,loan890,Female,ETSAKO WEST,EDO NORTH,"400,000.00","400,000.00",05/04/2022,04/04/2023,0.00,"21,000.00","400,000.00","34,999.95","21,000.00","415,000.00","436,000.00",4.82
891,loan891,Female,OREDO,EDO SOUTH,"500,000.00","500,000.00",08/07/2022,07/07/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","543,500.00","545,000.00",0.28
892,loan892,Male,ORHIONMWON,EDO SOUTH,"200,000.00","185,287.67",04/04/2022,03/04/2023,"14,712.33","4,487.67","50,000.01","3,487.67","19,200.00","198,800.00","218,000.00",8.81
893,loan893,Female,OREDO,EDO SOUTH,"400,000.00","400,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"436,000.00","436,000.00",0.00
894,loan894,Male,ORHIONMWON,EDO SOUTH,"400,000.00","400,000.00",04/04/2022,03/04/2023,0.00,0.00,0.00,0.00,0.00,"436,000.00","436,000.00",0.00
895,loan895,Female,IKPOBA OKHA,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
896,loan896,Female,OREDO,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,02/04/2023,0.00,0.00,,,0.00,"218,000.00","218,000.00",0.00
897,loan897,Female,EGOR,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,02/04/2023,0.00,0.00,,,0.00,"218,000.00","218,000.00",0.00
898,loan898,Male,EGOR,EDO SOUTH,"200,000.00","194,008.22",22/06/2022,21/06/2023,"5,991.78","3,008.22","33,333.34","2,008.22","9,000.00","209,000.00","218,000.00",4.13
899,loan899,Female,EGOR,EDO SOUTH,"400,000.00","338,032.86",04/04/2022,03/04/2023,"61,967.14","12,032.86","104,808.65","3,057.53","74,000.00","362,000.00","436,000.00",16.97
900,loan900,Male,ORHIONMWON,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,03/04/2023,0.00,0.00,0.00,0.00,0.00,"218,000.00","218,000.00",0.00
901,loan901,Female,EGOR,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
902,loan902,Female,ETSAKO CENTRAL,EDO NORTH,"200,000.00","195,561.65",04/04/2022,03/04/2023,"4,438.35","13,561.65","150,000.03","13,561.65","18,000.00","200,000.00","218,000.00",8.26
903,loan903,Male,EGOR,EDO SOUTH,"300,000.00","275,000.00",07/04/2022,06/04/2023,"25,000.00","3,500.00",0.00,0.00,"28,500.00","298,500.00","327,000.00",8.72
904,loan904,Female,OREDO,EDO SOUTH,"300,000.00","239,000.00",04/04/2022,03/04/2023,"61,000.00","27,000.00","222,830.14","11,169.86","88,000.00","239,000.00","327,000.00",26.91
905,loan905,Male,OVIA SOUTH-WEST,EDO SOUTH,"300,000.00","300,000.00",11/04/2022,10/04/2023,0.00,500.00,0.00,0.00,500.00,"326,500.00","327,000.00",0.15
906,loan906,Male,OREDO,EDO SOUTH,"300,000.00","300,000.00",08/04/2022,07/04/2023,0.00,500.00,0.00,0.00,500.00,"326,500.00","327,000.00",0.15
907,loan907,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",08/04/2022,07/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
908,loan908,Male,OREDO,EDO SOUTH,"100,000.00","99,739.73",30/06/2022,29/06/2023,260.27,739.73,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
909,loan909,Male,OVIA SOUTH-WEST,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
910,loan910,Female,OREDO,EDO SOUTH,"500,000.00","47,750.01",11/04/2022,10/04/2023,"452,249.99","45,000.01","416,666.70","35,476.04","497,250.00","47,750.00","545,000.00",91.24
911,loan911,Male,OREDO,EDO SOUTH,"200,000.00","167,087.67",05/04/2022,03/04/2023,"32,912.33","4,487.67","33,808.23","1,479.45","37,400.00","180,600.00","218,000.00",17.16
912,loan912,Female,OREDO,EDO SOUTH,"300,000.00","300,000.00",27/04/2022,24/05/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","326,000.00","327,000.00",0.31
913,loan913,Female,IGUEBEN,EDO CENTRAL,"500,000.00","137,100.01",12/09/2022,08/09/2023,"362,899.99","45,000.01","225,757.54","11,342.47","407,900.00","137,100.00","545,000.00",74.84
914,loan914,Female,IKPOBA OKHA,EDO SOUTH,"500,000.00","500,000.00",23/12/2022,22/12/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
915,loan915,Male,IKPOBA OKHA,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,03/04/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","543,500.00","545,000.00",0.28
916,loan916,Male,ESAN WEST,EDO CENTRAL,"500,000.00","500,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
917,loan917,Male,EGOR,EDO SOUTH,"200,000.00","200,000.00",29/06/2022,28/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
918,loan918,Female,OVIA SOUTH-WEST,EDO SOUTH,"500,000.00",0.00,04/04/2022,02/04/2023,"500,000.00","45,000.01","500,000.00","44,000.01","545,000.01",-0.01,"545,000.00",100.00
919,loan919,Male,ORHIONMWON,EDO SOUTH,"200,000.00","200,000.00",08/04/2022,06/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
920,loan920,Female,OREDO,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
921,loan921,Female,OVIA SOUTH-WEST,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
922,loan922,Female,ESAN NORTH-EAST,EDO CENTRAL,"300,000.00","300,000.00",29/06/2022,27/06/2023,0.00,500.00,0.00,0.00,500.00,"326,500.00","327,000.00",0.15
923,loan923,Female,ESAN CENTRAL,EDO CENTRAL,"100,000.00","100,000.00",05/07/2022,04/07/2023,0.00,500.00,0.00,0.00,500.00,"108,500.00","109,000.00",0.46
924,loan924,Male,ESAN NORTH-EAST,EDO CENTRAL,"300,000.00","300,000.00",07/04/2022,06/04/2023,0.00,0.00,0.00,0.00,0.00,"327,000.00","327,000.00",0.00
925,loan925,Female,ESAN WEST,EDO CENTRAL,"200,000.00","200,000.00",05/07/2022,04/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
926,loan926,Female,ESAN WEST,EDO CENTRAL,"400,000.00","400,000.00",05/07/2022,04/07/2023,0.00,0.00,,,0.00,"436,000.00","436,000.00",0.00
927,loan927,Male,ESAN SOUTH-EAST,EDO CENTRAL,"150,000.00","149,359.59",29/06/2022,28/06/2023,640.41,"1,109.59",0.00,0.00,"1,750.00","161,750.00","163,500.00",1.07
928,loan928,Male,OWAN EAST,EDO NORTH,"400,000.00","392,958.90",16/06/2022,15/06/2023,"7,041.10","2,958.90",0.00,0.00,"10,000.00","426,000.00","436,000.00",2.29
929,loan929,Male,ETSAKO WEST,EDO NORTH,"200,000.00","200,000.00",12/08/2022,11/08/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
930,loan930,Male,ETSAKO WEST,EDO NORTH,"150,000.00","150,000.00",05/07/2022,04/07/2023,0.00,750.00,0.00,0.00,750.00,"162,750.00","163,500.00",0.46
931,loan931,Male,EGOR,EDO SOUTH,"150,000.00","125,543.16",07/07/2022,06/07/2023,"24,456.84","2,293.16","24,396.58","1,146.58","26,750.00","136,750.00","163,500.00",16.36
932,loan932,Female,OVIA SOUTH-WEST,EDO SOUTH,"300,000.00","300,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","326,000.00","327,000.00",0.31
933,loan933,Female,IGUEBEN,EDO CENTRAL,"200,000.00","193,487.67",08/04/2022,06/04/2023,"6,512.33","4,487.67","50,000.01","3,487.67","11,000.00","207,000.00","218,000.00",5.05
934,loan934,Female,IKPOBA OKHA,EDO SOUTH,"400,000.00","400,000.00",13/12/2022,12/12/2023,0.00,0.00,,,0.00,"436,000.00","436,000.00",0.00
935,loan935,Male,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
936,loan936,Female,OVIA SOUTH-WEST,EDO SOUTH,"500,000.00","500,000.00",06/01/2023,05/01/2024,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
937,loan937,Male,OWAN EAST,EDO NORTH,"200,000.00","200,000.00",05/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
938,loan938,Female,OREDO,EDO SOUTH,"100,000.00","100,000.00",05/07/2022,04/07/2023,0.00,500.00,0.00,0.00,500.00,"108,500.00","109,000.00",0.46
939,loan939,Male,ESAN NORTH-EAST,EDO CENTRAL,"200,000.00","200,000.00",17/06/2022,16/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
940,loan940,Female,ETSAKO WEST,EDO NORTH,"200,000.00","200,000.00",05/07/2022,04/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
941,loan941,Male,UHUNMWONDE,EDO SOUTH,"100,000.00","99,764.38",13/07/2022,12/07/2023,235.62,764.38,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
942,loan942,Female,UHUNMWONDE,EDO SOUTH,"200,000.00","113,800.01",08/04/2022,07/04/2023,"86,199.99","18,000.01","183,808.22","14,991.79","104,200.00","113,800.00","218,000.00",47.80
943,loan943,Male,OREDO,EDO SOUTH,"200,000.00","199,479.45",30/06/2022,29/06/2023,520.55,"1,479.45",0.00,0.00,"2,000.00","216,000.00","218,000.00",0.92
944,loan944,Male,ETSAKO WEST,EDO NORTH,"300,000.00","282,517.81",04/04/2022,03/04/2023,"17,482.19","11,317.81","125,000.00","9,817.81","28,800.00","298,200.00","327,000.00",8.81
945,loan945,Male,OREDO,EDO SOUTH,"200,000.00","89,602.75",13/07/2022,12/07/2023,"110,397.25","10,602.75","40,528.78","3,008.22","121,000.00","97,000.00","218,000.00",55.50
946,loan946,Male,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",22/04/2022,24/05/2023,0.00,500.32,0.00,0.00,500.32,"544,499.68","545,000.00",0.09
947,loan947,Male,IKPOBA OKHA,EDO SOUTH,"200,000.00","200,000.00",07/07/2022,06/07/2023,0.00,0.00,,,0.00,"218,000.00","218,000.00",0.00
948,loan948,Male,ORHIONMWON,EDO SOUTH,"500,000.00","500,000.00",09/12/2022,07/12/2023,0.00,"1,250.00",0.00,0.00,"1,250.00","543,750.00","545,000.00",0.23
949,loan949,Female,OWAN WEST,EDO NORTH,"500,000.00","500,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
950,loan950,Male,ESAN WEST,EDO CENTRAL,"500,000.00","500,000.00",05/01/2023,22/12/2023,0.00,0.00,0.00,0.00,0.00,"545,000.00","545,000.00",0.00
951,loan951,Female,OVIA SOUTH-WEST,EDO SOUTH,"500,000.00","480,719.18",05/04/2022,04/04/2023,"19,280.82","11,219.18","117,020.56","3,698.63","30,500.00","514,500.00","545,000.00",5.60
952,loan952,Male,ESAN NORTH-EAST,EDO CENTRAL,"200,000.00","200,000.00",08/04/2022,07/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
953,loan953,Female,EGOR,EDO SOUTH,"200,000.00","116,666.65",19/07/2022,18/07/2023,"83,333.35","7,666.65",0.00,0.00,"91,000.00","127,000.00","218,000.00",41.74
